Base of Bill_x,Base of Bill_y,Base of Bill_z,Tip of Bill_x,Tip of Bill_y,Tip of Bill_z,Breast_x,Breast_y,Breast_z,Shoulder_x,Shoulder_y,Shoulder_z,Tip of Wing_x,Tip of Wing_y,Tip of Wing_z,Base of Tail_x,Base of Tail_y,Base of Tail_z,Tip of Tail_x,Tip of Tail_y,Tip of Tail_z,Ankle_x,Ankle_y,Ankle_z,Heel_x,Heel_y,Heel_z,Toe_x,Toe_y,Toe_z
-1.125071574,1.023795963,-1.361351599,-1.081413063,1.05287175,-1.352697404,NaN,NaN,NaN,-1.283347494,1.085974326,-1.372510198,NaN,NaN,NaN,-1.336691926,1.049510848,-1.212689733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.086947639,1.035352529,-1.358676392,-1.040853316,1.055444128,-1.344134349,NaN,NaN,NaN,-1.250925853,1.090797851,-1.361819379,NaN,NaN,NaN,-1.295095671,1.033501413,-1.212134575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.046085787,1.082138568,-1.351971905,-1.00382674,1.030769041,-1.347275354,NaN,NaN,NaN,-1.216945609,1.094804045,-1.354551315,NaN,NaN,NaN,-1.254109565,1.027073953,-1.209203895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.013897461,1.085097258,-1.351326143,-0.964788431,1.04945782,-1.352386905,NaN,NaN,NaN,-1.183691828,1.107382157,-1.351615482,NaN,NaN,NaN,-1.219989512,1.020412001,-1.217597437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.971436535,1.103317732,-1.353300876,-0.930937978,1.052183092,-1.350169831,NaN,NaN,NaN,-1.142093735,1.090856414,-1.351039455,NaN,NaN,NaN,-1.188318147,1.006020594,-1.21820183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.937098413,1.096516186,-1.35507658,-0.892749624,1.062518202,-1.349231223,NaN,NaN,NaN,-1.093995232,1.073202961,-1.350791207,NaN,NaN,NaN,-1.152043649,1.045264117,-1.215051763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.900616486,1.08049402,-1.357582223,-0.860924078,1.048669927,-1.341501142,NaN,NaN,NaN,-1.045672032,1.153928841,-1.346934789,NaN,NaN,NaN,-1.112932811,1.065282677,-1.215069942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.863608067,1.055916941,-1.359057946,-0.820146883,1.066144309,-1.346761896,NaN,NaN,NaN,-1.00804166,1.146123469,-1.35056078,NaN,NaN,NaN,-1.071972573,1.058032983,-1.213850193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.825843384,1.074880442,-1.355844081,-0.779391193,1.057825392,-1.350542199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.032186861,1.068634974,-1.212929924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.787635921,1.109882052,-1.359781263,-0.738213985,1.101016275,-1.349046254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.995287865,1.069920919,-1.219197386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.751387626,1.067962587,-1.364100786,-0.697801435,1.101285883,-1.348901243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.956237285,1.088180734,-1.22595831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.709383963,1.068132659,-1.364023379,-0.66095505,1.076531714,-1.352043919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.916372413,1.098093178,-1.225092442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.669983877,1.085525875,-1.364286886,-0.61993763,1.093118667,-1.354074121,NaN,NaN,NaN,-0.828498906,1.159269581,-1.379592464,NaN,NaN,NaN,-0.875440718,1.064164297,-1.224170199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.629535713,1.085840923,-1.362487752,-0.578933523,1.085055952,-1.349584273,NaN,NaN,NaN,-0.787826373,1.160176414,-1.372787571,NaN,NaN,NaN,-0.835158041,1.10093894,-1.211425615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.589327929,1.119429772,-1.361639138,-0.539393309,1.101843295,-1.348237422,NaN,NaN,NaN,-0.750370779,1.126206827,-1.37658024,NaN,NaN,NaN,-0.800040401,1.111598796,-1.207012199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.550748091,1.094751018,-1.359878682,-0.500394519,1.126317548,-1.351285159,NaN,NaN,NaN,-0.711990044,1.135579892,-1.374064061,NaN,NaN,NaN,-0.758919753,1.103890012,-1.200871268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.510178636,1.094965671,-1.354786657,-0.461418829,1.126571267,-1.34612641,NaN,NaN,NaN,-0.679009866,1.15431083,-1.372341225,NaN,NaN,NaN,-0.716655512,1.104471208,-1.194163959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.472256703,1.144977789,-1.351028122,-0.418985145,1.117010402,-1.348408735,NaN,NaN,NaN,-0.639177969,1.231830621,-1.360120706,NaN,NaN,NaN,-0.680220714,1.123238645,-1.185886746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.428819727,1.152147515,-1.347199469,-0.384122299,1.134280608,-1.343541187,NaN,NaN,NaN,-0.604242427,1.190850155,-1.352729407,NaN,NaN,NaN,-0.643296682,1.098425217,-1.187477705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.394858491,1.119952788,-1.347459099,-0.341836403,1.165990006,-1.33792436,NaN,NaN,NaN,-0.572500975,1.175825369,-1.348366833,NaN,NaN,NaN,-0.606344081,1.132779572,-1.186334166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.35350636,1.135437037,-1.34461682,-0.306196715,1.13377038,-1.334950079,NaN,NaN,NaN,-0.526880929,1.174687541,-1.341894623,NaN,NaN,NaN,-0.568884143,1.133941824,-1.177742987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.316258645,1.103056086,-1.341715481,-0.266359623,1.117358458,-1.327709717,NaN,NaN,NaN,-0.47629057,1.206036532,-1.32999062,NaN,NaN,NaN,-0.528202913,1.134091694,-1.171005236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.275933539,1.11099919,-1.332759827,-0.226726105,1.141329028,-1.317574429,NaN,NaN,NaN,-0.431345943,1.155061964,-1.323734151,NaN,NaN,NaN,-0.487198708,1.158920505,-1.164091137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.241816612,1.080247318,-1.323033598,-0.191102094,1.078390848,-1.306921102,NaN,NaN,NaN,-0.398728487,1.09124272,-1.316305061,NaN,NaN,NaN,-0.448889918,1.176054177,-1.154331469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.20128287,1.120013625,-1.31180142,-0.144997174,1.100355403,-1.298824722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.408394697,1.118455746,-1.145302439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.160897861,1.056168753,-1.303063947,-0.108501352,1.124579602,-1.286887695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.366427876,1.126266553,-1.136387093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.114970006,1.086457132,-1.289405074,-0.059354718,1.122358842,-1.270730609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.329176726,1.135461394,-1.122220365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.07059594,1.116710419,-1.275673709,-0.00806265,1.142561597,-1.257976678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.287890425,1.127246188,-1.109527776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.021887286,1.122067022,-1.262256461,0.03533683,1.117445156,-1.248240222,NaN,NaN,NaN,-0.196251079,1.146413366,-1.273708201,NaN,NaN,NaN,-0.245127302,1.159277209,-1.092166245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.018048499,1.106049156,-1.248420283,0.077443004,1.123697654,-1.237810924,NaN,NaN,NaN,-0.151352557,1.160429165,-1.266120724,NaN,NaN,NaN,-0.200556043,1.118396945,-1.075490546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.062041382,1.065702568,-1.238196416,0.116347986,1.092538714,-1.223416136,NaN,NaN,NaN,-0.110475618,1.159684668,-1.254490671,NaN,NaN,NaN,-0.15801251,1.158061185,-1.055854734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.110016014,1.094533647,-1.218071968,0.164952453,1.105399411,-1.204486268,NaN,NaN,NaN,-0.069758837,1.167260819,-1.237281531,NaN,NaN,NaN,-0.111723984,1.148443663,-1.040161719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.155369746,1.108224318,-1.198954248,0.210070646,1.126493611,-1.184797633,NaN,NaN,NaN,-0.029980644,1.1286309,-1.21187187,NaN,NaN,NaN,-0.06703074,1.139327617,-1.022722316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.194299664,1.069156387,-1.190142961,0.252797677,1.116822961,-1.173928993,NaN,NaN,NaN,0.006902959,1.152816606,-1.191631196,NaN,NaN,NaN,-0.025144163,1.16272418,-0.999318932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.237140151,1.060245148,-1.174285345,0.294112482,1.108060097,-1.156335742,NaN,NaN,NaN,0.047623346,1.168544082,-1.165531541,NaN,NaN,NaN,0.022923836,1.152780516,-0.978768457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.283914467,1.125963359,-1.152940108,0.331871766,1.099456068,-1.146862888,NaN,NaN,NaN,0.096316007,1.134400284,-1.153415611,NaN,NaN,NaN,0.064825649,1.1281387,-0.965780952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.322823953,1.13210061,-1.142388025,0.374363736,1.097399282,-1.133773892,NaN,NaN,NaN,0.142792557,1.125123307,-1.129435129,NaN,NaN,NaN,0.107142486,1.134557894,-0.950348477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.36703467,1.129602497,-1.127734899,0.417906231,1.117638491,-1.115716646,NaN,NaN,NaN,0.193411795,1.129645783,-1.109528245,NaN,NaN,NaN,0.145212816,1.126567907,-0.934250086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.410897414,1.142344329,-1.10859683,0.460355087,1.115133156,-1.104310938,NaN,NaN,NaN,0.236886416,1.096765709,-1.102138121,NaN,NaN,NaN,0.185488899,1.094384668,-0.926807423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.450171456,1.132698144,-1.102571773,0.504480471,1.112227127,-1.091350392,NaN,NaN,NaN,0.280556854,1.109965126,-1.086266721,NaN,NaN,NaN,0.228059005,1.092802581,-0.912040173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.493827547,1.144561474,-1.090101197,0.547428965,1.153924938,-1.073237677,NaN,NaN,NaN,0.324226342,1.106532171,-1.08654887,NaN,NaN,NaN,0.271223793,1.121349633,-0.894852477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.53532105,1.179150744,-1.074127961,0.589355529,1.181067846,-1.052881468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.308386497,1.135812222,-0.880217457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.578969998,1.19815829,-1.057773103,0.630713271,1.222262538,-1.038005156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.346238957,1.135204698,-0.861869158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.612522908,1.167886119,-1.048179302,0.666212651,1.118613948,-1.030949458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.386636789,1.148311799,-0.849112361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.652566923,1.143912395,-1.031745061,0.7076475,1.15941481,-1.014446614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42880489,1.161011095,-0.833139738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.690585342,1.135156434,-1.014052993,0.742877379,1.129438655,-0.999982074,NaN,NaN,NaN,0.521031658,1.159731836,-0.998989974,NaN,NaN,NaN,0.456845472,1.102382077,-0.825834195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.720129994,1.135536382,-1.000278452,0.775718943,1.128954343,-0.984752781,NaN,NaN,NaN,0.558833173,1.158407288,-0.982347228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.749628356,1.143360519,-0.98260304,0.803062141,1.158682546,-0.966896045,NaN,NaN,NaN,0.59303396,1.180636796,-0.957065986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.779137988,1.151078198,-0.964930945,0.835523995,1.179756638,-0.948256196,NaN,NaN,NaN,0.623577338,1.218306152,-0.932034076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.803919461,1.160283797,-0.943643519,0.860608778,1.181765831,-0.924237176,NaN,NaN,NaN,0.652914362,1.190578923,-0.903936546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.833109137,1.189740237,-0.920877869,0.87905299,1.177808943,-0.908720115,NaN,NaN,NaN,0.684007372,1.205594466,-0.882383549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.851958158,1.179016018,-0.899303341,0.904202519,1.179845906,-0.883045184,NaN,NaN,NaN,0.706508097,1.186919174,-0.856628017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.869213586,1.176320054,-0.872054469,0.92069218,1.212895179,-0.854477415,NaN,NaN,NaN,0.747176925,1.287210511,-0.821741573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.883520531,1.160150317,-0.845807566,0.931829313,1.190308872,-0.830280709,NaN,NaN,NaN,0.766660287,1.25423967,-0.800351322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.898002817,1.144368118,-0.814590643,0.943004633,1.175290312,-0.800511815,NaN,NaN,NaN,0.782224585,1.201882945,-0.767216929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.913652532,1.157020588,-0.77773872,0.961199279,1.215178849,-0.766402752,NaN,NaN,NaN,0.806211593,1.277928027,-0.72357777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.921431268,1.157513067,-0.74324662,0.970807343,1.208073469,-0.730929623,NaN,NaN,NaN,0.819334713,1.247363564,-0.696831742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.932220771,1.178888059,-0.702111466,0.986500932,1.227897473,-0.690072509,NaN,NaN,NaN,0.836314226,1.259127671,-0.668279934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.944506246,1.206956796,-0.660414359,0.996366696,1.206473686,-0.655845658,NaN,NaN,NaN,0.839978674,1.217003744,-0.642216402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.957472549,1.206517592,-0.617870335,1.005171832,1.157256601,-0.622384331,NaN,NaN,NaN,0.858126556,1.265214497,-0.60222407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.963447506,1.214478999,-0.584253196,1.013145643,1.15068778,-0.586853536,NaN,NaN,NaN,0.85886118,1.217173205,-0.57164466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.972793781,1.221693195,-0.547503266,1.023427299,1.185436039,-0.55270829,NaN,NaN,NaN,0.863951572,1.204565521,-0.531512425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.979504283,1.249809789,-0.525352308,1.030545515,1.221301047,-0.516631641,NaN,NaN,NaN,0.872692883,1.218393541,-0.505742355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.991397966,1.291886862,-0.487176552,1.040426387,1.270120341,-0.486078318,NaN,NaN,NaN,0.875279046,1.227215489,-0.475190217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.996947147,1.313924574,-0.457155939,1.049373599,1.291198964,-0.452968586,NaN,NaN,NaN,0.87482873,1.22985565,-0.443408871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.002088114,1.286527236,-0.423302439,1.053701566,1.306841894,-0.416821251,NaN,NaN,NaN,0.880813373,1.230461531,-0.413719413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.001974182,1.267438107,-0.395156282,1.058194562,1.293252567,-0.391662546,NaN,NaN,NaN,0.888685541,1.246117569,-0.367768133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.013899346,1.294611145,-0.364872291,1.057940253,1.281408019,-0.362846319,NaN,NaN,NaN,0.894920703,1.311642435,-0.333672344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.010784377,1.269553499,-0.333856812,1.059727205,1.247758675,-0.334501896,NaN,NaN,NaN,0.893092155,1.357342959,-0.31102672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.011595431,1.285821163,-0.304119422,1.070888553,1.232621009,-0.304824588,NaN,NaN,NaN,0.893160466,1.395606977,-0.285786843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.009832276,1.338181838,-0.279158429,NaN,NaN,NaN,NaN,NaN,NaN,0.888380441,1.420351917,-0.268266026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.996856801,1.379829347,-0.2563913,NaN,NaN,NaN,NaN,NaN,NaN,0.879023541,1.42432254,-0.255851766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.975221346,1.351609613,-0.244900581,1.041261461,1.388936814,-0.235626996,NaN,NaN,NaN,0.86637057,1.437005091,-0.239141688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.958220783,1.336325014,-0.232372295,1.008644504,1.35036516,-0.219708639,NaN,NaN,NaN,0.851190489,1.405890157,-0.231500175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.945496789,1.348498088,-0.219055315,0.993588814,1.399354794,-0.204423638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.924796571,1.340887164,-0.213972487,0.971568994,1.370437277,-0.202997753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.908201157,1.368216919,-0.207366,0.95702147,1.382874591,-0.194564051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.891817216,1.380852461,-0.203840136,0.939806454,1.439627942,-0.186755216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.875511497,1.386034703,-0.202697981,0.923341497,1.452348702,-0.184879478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.863635585,1.411858401,-0.199750407,0.908437604,1.464461492,-0.184792873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.847626077,1.402267359,-0.200037515,0.896558207,1.490507303,-0.181817173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.834253093,1.421298299,-0.197682521,0.881845283,1.495399722,-0.180764354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.819836636,1.485145598,-0.192655784,0.868087415,1.529530106,-0.178607912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.803190984,1.497809667,-0.19412326,0.854400565,1.556222554,-0.178843988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.786367111,1.518058372,-0.194859188,0.840057547,1.613268313,-0.176143335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
